VH,VH_Times_VH,VH_VV_Ratio,VV,VV_Plus_VH,VV_Times_VH,VV_Times_VV,VV_VH_Ratio,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,DI,EVI,MNDWI,NDBI,NDTI,NDVI,State,wClass
-19.03368495683255,363.591962460107,0.5526176882405944,-10.459978101801315,-29.493663058633874,198.6857234565232,111.57858903749607,1.856767306258804,3988,3341,850,1320,1704,2184,2664,3035,2986,3255,0.19879673,0.4688414277355178,-0.5026375,0.14367652,-0.43359795,0.27334756,KA,nonWater
-22.92667295210454,525.6323326527619,0.5885205202624203,-13.492817493658922,-36.41949044576346,309.3454138795529,182.05612391718824,1.6991760959398692,1802,1557,811,1098,1368,1443,1395,1489,1716,1502,0.13980237,0.2264150943396226,-0.24275862,0.024445707,-0.17288135,0.112840466,KA,nonWater
-17.05821292865184,294.83555024844753,0.5959218222041096,-9.982027472141432,-27.040240400793277,169.93768422971678,100.43097024633704,1.7265035069438135,3527,2650,678,994,1316,1776,2045,2324,2410,2682,0.23932783,0.523745691306013,-0.5602743,0.18814217,-0.45444566,0.29361245,KA,nonWater
-18.802988776685968,354.8228924997509,0.5416498583888325,-10.174317519466896,-28.977306296152868,191.8021022982895,103.90321544975129,1.8502025717340016,3408,3073,990,1246,1642,1766,1916,2118,2304,2307,0.13886951,0.3497464074387151,-0.46454662,0.19327731,-0.42301458,0.16776483,KA,nonWater
-20.329717159103023,413.3889928446492,0.5162980934686661,-10.499296547274458,-30.829013706377484,213.558088145182,110.36819766997672,1.937629377361595,4116,3452,778,1162,2076,2315,2561,2773,2874,3002,0.20475698,0.2100884582982308,-0.5596817,0.1776824,-0.49631557,0.16121212,KA,nonWater
-13.27725340817137,179.60953864094162,0.5694866390118978,-7.437901756953323,-20.71515516512469,98.89993891672876,55.61529016692428,1.7918602507306152,2975,2116,574,812,903,1335,1887,2128,2061,2445,0.2646911,0.9118110236220472,-0.5711645,0.18149325,-0.44535518,0.39068827,KA,nonWater
-17.36159777470649,305.20129539510003,0.5658487797399459,-9.764995596088262,-27.12659337079475,170.5394942019332,95.88772883915382,1.778891215742409,3515,2768,769,1156,1608,1884,2329,2468,2542,2746,0.21370605,0.3635089904257803,-0.50503105,0.16064058,-0.4108053,0.22506024,KA,nonWater
-17.471358447790948,305.81033605194153,0.5708480952647302,-9.979624663041433,-27.45098311083238,174.77382116043972,100.89216559194053,1.775229174646889,2755,2223,973,1264,1508,1654,1986,2225,2254,2376,0.17914313,0.4656097865435027,-0.3709878,0.10001996,-0.27502152,0.19829878,KA,nonWater
-30.29619354185834,1013.1820928940158,0.6284896037792305,-18.000531009554777,-48.29672455141312,564.0859117205083,329.2243742474903,1.657552982528443,86,72,380,720,574,492,172,174,154,126,-0.53488374,-1.4018691588785046,0.7866005,-0.28333333,0.8181818,-0.5769231,KA,water
-30.60529134544884,952.4549101415688,0.6507550360850377,-19.479019761421775,-50.084311106870615,591.9233842574644,380.67120551064863,1.5878752194651478,91,68,428,713,532,483,253,232,200,181,-0.45708954,-4.53551912568306,0.7736318,-0.37457046,0.82586426,-0.45355192,KA,water
-29.352281972473,881.4179070878505,0.9729776100566332,-27.17603808429755,-56.52832005677055,775.7897293088504,778.9098074971043,1.1781485956735542,113,96,425,717,539,478,225,227,186,181,-0.4622302,-3.7794432548179873,0.72771084,-0.24414715,0.76383764,-0.48689654,KA,water
-26.78880790140232,752.3138564072191,0.8613409728060964,-22.45870379523788,-49.2475116966402,608.5157451343231,509.1427984011468,1.1907164196583957,400,317,596,850,595,951,780,847,716,605,-0.022339027,-1.6530054644808745,0.36,-0.28315413,0.45672664,0.09229596,KA,water
-31.099546792965008,991.4132456442816,0.633827370304984,-19.26434150947225,-50.36388830243726,600.5465317651885,371.8517146436701,1.6134295314075744,83,74,411,705,566,468,231,231,203,186,-0.4629108,-1.7536231884057971,0.7893401,-0.41958043,0.8100128,-0.4720416,KA,water
-31.99767910984723,1058.9902655783994,0.6974465746848839,-21.62723345344549,-53.62491256329272,690.2421396995735,471.9376579184725,1.4975088303053656,411,379,501,786,521,790,419,427,355,286,-0.2066287,1.5063520871143377,0.3132832,0.07310705,0.34935623,-0.18949772,KA,water
-31.00843049969257,1007.2825328218624,0.7593337628322027,-22.84822845134413,-53.8566589510367,713.5622838528807,544.0258106220299,1.3975817435278444,264,305,408,552,425,448,270,305,264,282,-0.23754513,1.6428571428571428,0.3529412,0.0,0.2882147,-0.233672,KA,water
-24.556074964532275,603.6709242068625,0.6982534767535515,-17.03196853330219,-41.58804349783446,416.01461101770735,306.33966297263663,1.5291946329992452,505,406,376,484,446,511,337,473,456,528,0.038357645,0.0798722044728434,-0.02123357,0.050988555,0.08764045,0.011086474,KA,water
-27.88197906054132,788.781336415386,0.7360851999692232,-20.234843461433268,-48.1168225219746,564.1969069995679,417.7184066217927,1.4011147458611557,166,125,256,361,218,199,61,94,120,103,-0.25906736,0.4989816700610998,0.370019,0.16083916,0.48559672,-0.28994083,KA,water
-17.46524246496076,312.42960493502875,0.7425719753568889,-12.804646601759549,-30.269889066720307,226.2618657190553,170.85143185323687,1.4132325076839427,1018,643,307,590,418,610,940,1076,1680,1211,0.3726787,1.6724092234296315,-0.26616916,-0.24536695,-0.04298459,0.60152525,KA,water
-18.389685634939564,348.44923492458577,0.6765731255520028,-12.417691537000328,-30.807377171939887,234.92655801577544,160.8728059370408,1.5049823937464386,505,405,292,464,354,427,391,488,483,440,0.064081855,0.7715311004784688,-0.04231166,0.022267206,0.06789413,0.15412186,KA,water
-34.87690847699344,1293.9972220100065,0.5657264063460856,-18.594625681902706,-53.47153415889616,651.5097019363886,346.3890439993226,1.8712159960618289,110,73,417,697,528,452,217,208,179,141,-0.4542021,-3.956916099773242,0.7273854,-0.23875433,0.81038964,-0.4936351,KA,water
-24.209468785964656,594.238691024205,0.757733486011355,-18.280158331612228,-42.48962711757689,446.5664477823889,342.89674782130777,1.3499720435192233,317,262,358,546,429,420,367,356,312,295,-0.124565065,-1.448019801980198,0.2653534,0.007949126,0.35148516,-0.15789473,KA,water
-25.687545704858355,671.1685292163012,0.5806630937055143,-14.718927760300549,-40.406473465158896,378.6526850617421,218.2868589858456,1.7552774077339484,847,643,528,832,618,930,860,910,650,883,0.007402423,0.200501253132832,-0.00893389,0.13159652,0.12813559,0.025236594,KA,water
-11.734500412131256,138.0430930824865,0.4919900816151079,-5.789342036566932,-17.52384244869819,68.31592034240286,34.47814714271345,2.0736268876543758,972,437,562,696,537,836,1862,2353,1794,2304,0.41882533,3.918329177057356,-0.16546762,-0.29718006,0.22859664,0.53925353,KA,water
-29.858957706809317,934.1488309473935,0.8100306546058264,-23.5715412116029,-53.43049891841221,715.5793535019445,559.0636491703884,1.2542394387080305,64,57,389,633,430,357,158,150,117,116,-0.58438575,3.5649202733485192,0.8163558,-0.29281768,0.8347826,-0.57221204,KA,water
-37.10617492506222,1439.9691159257554,0.5226600745626112,-18.156426667247736,-55.26260159230996,668.2261965218613,331.9579709666474,2.0721154735256397,94,68,442,755,596,510,208,202,182,146,-0.49772522,-2.331081081081081,0.778563,-0.3188406,0.8347509,-0.5321337,KA,water
-23.525193520816806,571.1308863574859,0.5785377907341811,-13.485505260234891,-37.0106987810517,323.46013767596725,189.13322117638756,1.784475954149078,1066,869,526,857,591,991,736,718,574,700,-0.025549613,-0.2414772727272727,-0.108684346,0.3,-0.006952491,-0.014592275,KA,water
-27.929432034714367,805.3214567153149,0.7147732070438768,-19.707450127300064,-47.63688216201443,561.4149418882404,404.0418861562964,1.445061039797209,237,246,309,472,335,462,223,246,186,191,-0.25854513,3.091286307053942,0.33145276,0.120567374,0.31476322,-0.28598848,KA,water
-29.65671835883149,894.5697553678108,0.701073393405713,-20.75509008369764,-50.411808442529136,623.8652841191271,440.2630139641737,1.443344655331325,212,177,410,706,580,477,303,251,267,254,-0.2966226,-1.162704309063893,0.53812635,-0.114822544,0.599094,-0.36953956,KA,water
-23.74051978202449,569.1382251546837,0.5986045854819179,-14.281887822740368,-38.02240760476486,343.93413231382675,212.3893481798272,1.7112918090128986,2108,1906,679,926,942,1707,1579,1502,999,1578,0.04630409,0.0913754408464251,-0.38958472,0.35693595,-0.3460452,0.029366305,KA,water
-32.50181017565015,1102.679024271781,0.6279106257688327,-19.854110479898495,-52.35592065554864,655.1506053670947,413.51066260641454,1.686196768623714,225,228,330,495,361,402,211,229,195,195,-0.26509187,3.672566371681416,0.375,0.071428575,0.3692946,-0.29856116,KA,water
-34.1717158356608,1251.9705625940478,0.5553876163277435,-17.451268861301205,-51.62298469696201,590.7287047948472,306.88539418444697,1.98806844390394,73,54,430,775,620,510,186,206,170,155,-0.54664177,-1.689189189189189,0.8278302,-0.39917696,0.86972255,-0.56962025,KA,water
-18.35937855121504,344.65405335548354,0.6926627712306446,-12.372261061332445,-30.73163961254749,225.28205837141607,154.38192368763225,1.508818224014459,844,477,669,777,637,872,1689,1579,1406,1607,0.28424656,9.08983451536643,-0.04133251,-0.24977778,0.23923445,0.37640724,KA,water
-27.676806943316016,773.9593878988044,0.852660977917738,-23.476184450161934,-51.152991393477954,653.1142252817585,554.9428171989421,1.181248494552613,89,53,363,594,427,360,177,142,136,109,-0.48394495,30.95744680851064,0.73938507,-0.20888889,0.8361669,-0.5168739,KA,water
-36.81940186912209,1386.778141363736,0.5202471124074777,-18.70780481093211,-55.52720668005419,691.5301415288891,351.3775203821308,1.9688393991342388,124,87,514,886,825,730,319,312,261,214,-0.4329897,-1.039056742815033,0.75445545,-0.35584417,0.82117164,-0.519337,KA,water
-17.132354944181547,305.2657982514561,0.5964404609958704,-10.169201066108585,-27.301556010290124,179.94615454063356,108.38064530356498,1.71337483847228,967,666,155,246,196,658,1192,1235,612,1467,0.26776394,1.6600159616919394,-0.5943941,0.22482584,-0.46052632,0.5148515,KA,water
-27.012635751803398,745.5887728069531,0.6442978636434751,-17.120481035266817,-44.133116787070215,464.6734584873943,296.77691005563145,1.5926331115671022,409,334,195,271,217,266,205,243,164,309,-0.027164686,-29.444444444444446,-0.20294118,0.42757416,-0.104132235,-0.13910761,KA,water
-28.36520734698062,835.5246403500208,0.8227263143052015,-22.44762511060906,-50.812832457589685,634.3693410094131,519.7201026961648,1.3054391841701904,289,310,376,543,414,415,272,303,266,283,-0.21164773,5.362318840579711,0.30528846,0.04144144,0.27315357,-0.21764706,KA,water
-27.836488401356675,780.2632415206233,0.7446708332202158,-20.573124705566386,-48.40961310692306,572.7812769719882,424.3643761173233,1.3564834277429962,176,128,445,714,533,472,243,251,232,205,-0.3472,-8.04812834224599,0.6044944,-0.13725491,0.695962,-0.39346406,KA,water
-37.32515403459112,1462.158341981406,0.5478189548878407,-19.746951346051084,-57.07210538064221,753.1465316304349,394.25387594465855,1.866501830777442,194,143,432,716,600,510,237,277,262,184,-0.30646387,-1.3563402889245584,0.5736264,-0.1491228,0.6670547,-0.39211136,KA,water
-25.98703787938223,693.4083245982778,0.7672913330300936,-19.264721919305032,-45.25175979868726,493.90129331332014,384.8485990499953,1.4233767208032213,325,321,397,603,451,422,314,327,305,318,-0.1891892,-10.579710144927535,0.29956895,0.031746034,0.3051948,-0.19312169,KA,water
-32.690831814123094,1144.871296103693,0.6130301306187119,-18.352539562228976,-51.04337137635207,589.2252268351599,340.87940749928964,1.834043922473488,645,474,513,812,542,801,466,473,456,421,-0.077503145,1.552346570397112,0.11461908,0.17166212,0.2628305,-0.08617234,KA,water
-28.921480301794304,847.2837559888098,0.810432114447578,-23.15301902271018,-52.07449932450448,669.2334160919413,541.4640556200966,1.2629396903041066,320,312,340,411,378,377,296,345,313,368,-0.06637168,-5.078125,0.124487005,0.011058452,0.13692947,-0.09406657,KA,water
-19.224342921546903,370.42828382891145,0.5044251808763638,-9.652079445934715,-28.876422367481624,185.1168880185488,93.38756003798204,2.001263769869082,3290,2977,1038,1428,1950,2239,2299,2432,2514,2619,0.13703595,0.2192846034214619,-0.39465874,0.13370089,-0.35164586,0.12634408,KA,water
-29.43990861783613,931.5557384953764,0.8172043918129316,-22.656760918755584,-52.09666953659171,669.1663727832309,518.4059904277703,1.3088476032023415,155,121,458,803,693,615,314,288,269,241,-0.37091988,-1.067472306143001,0.6764092,-0.2688679,0.7380952,-0.44074845,KA,water
-20.61505604020631,429.2596501668977,0.5710912051007034,-11.75959358932391,-32.37464962953021,244.457468843222,141.43476936766626,1.8071709376113432,341,207,329,504,339,323,271,331,390,262,0.0138696255,-3.0,0.1928994,-0.067031465,0.4177215,0.06995885,KA,water
-31.85766310565513,1070.7754627372262,0.8173192437233906,-24.87985070823569,-56.737513813890814,788.5891216355187,708.9715024432128,1.4112960095057427,265,282,393,543,398,479,269,284,257,259,-0.22494432,1.1691542288557213,0.3440594,0.01532567,0.31636363,-0.21526718,KA,water
-11.359024564794622,130.8731954289328,0.4314803184881237,-4.952391528790882,-16.3114160935855,57.597436107322544,25.656859368764238,2.346667878430516,944,466,649,753,599,895,1906,2229,2192,2163,0.4401837,4.33115823817292,-0.11255156,-0.39795917,0.23543888,0.5707632,KA,water
-23.228220315810383,567.3300075764275,0.712741622817174,-16.753959366766377,-39.98217968257675,410.1287511201942,317.0867996226663,1.5290623051637025,721,511,375,556,463,409,444,665,789,607,0.17190531,1.0787557908669756,-0.12920909,-0.045033112,0.04217432,0.2603834,KA,water
-28.75814184299796,850.6790251087536,0.810808590870938,-22.649529243000003,-51.40767108599796,650.4178583220253,520.3826476738989,1.2887647485641154,309,306,276,354,284,300,272,289,245,271,-0.087314665,0.8125,0.06787331,0.115523465,0.07272727,-0.07372401,KA,water
-33.6233969136892,1186.312709903953,0.6759893064325362,-21.471269000396287,-55.09466591408548,706.7663133737678,465.1988986894778,1.619469769104823,83,57,349,585,412,355,172,160,139,117,-0.4861111,124.09090909090908,0.75149703,-0.25225225,0.8224299,-0.4954628,KA,water
-28.73225216355114,847.9613323477213,0.8560842776590223,-23.844734298104623,-52.57698646165577,680.2362624450432,570.1470153591617,1.2169327469118454,203,133,376,648,471,465,257,253,223,211,-0.29411766,-2.6956521739130435,0.52291423,-0.04694836,0.659411,-0.3573487,KA,water
-27.11377314337792,736.6400453128081,0.8532134261701352,-23.01136164738778,-50.1251347907657,621.6373300395167,570.3299380817094,1.2553246412744472,70,71,410,679,502,417,176,157,148,118,-0.5495868,-10.290697674418606,0.8130841,-0.35779816,0.8106667,-0.5446154,KA,water
-29.681794420869565,888.420428196401,0.7203361444422174,-21.203056146791717,-50.88485056766128,628.6279453073191,457.15144876031087,1.4226563651496362,77,57,371,697,501,419,158,166,128,115,-0.5724713,-2.645390070921985,0.8010336,-0.24878049,0.8488064,-0.59300476,KA,water
-13.5647608506637,186.074197827894,0.6324468361830837,-8.498655863674875,-22.063416714338583,115.539276269739,81.14764497110878,1.801898296086931,2529,2090,896,1198,1416,1600,2060,2267,2372,2469,0.19697155,0.5760424198602073,-0.3571237,0.032034278,-0.27128953,0.25237593,KA,water
-33.71750224249431,1144.5774309116562,0.5892619934390826,-19.87459481393711,-53.59209705643142,674.8153445705868,398.2576484405716,1.6986448150509534,84,64,411,722,524,440,211,205,174,149,-0.50574714,-3.699788583509514,0.7915633,-0.3488372,0.83715016,-0.50143266,KA,water
-29.42011617644559,918.2283934901589,0.7638268290556348,-21.05409723698927,-50.47421341343485,605.6123638031719,458.3619579303884,1.4772530279149527,82,59,420,689,509,438,212,230,186,170,-0.47244096,-8.873626373626372,0.78728926,-0.3880597,0.842246,-0.4647482,KA,water
-17.75410647357299,319.286986103268,0.4373423265518472,-7.505505689636825,-25.259612163209816,130.22485728961072,59.21297573129277,2.5555712023942894,2054,1553,622,758,843,1368,1778,1820,1278,1967,0.18093213,0.6504186602870814,-0.46088195,0.23289315,-0.34400693,0.20509194,KA,water
-30.62447129850344,954.5303996648624,0.7001298501603196,-21.2856237346191,-51.91009503312254,657.7943408733978,465.60396189910864,1.4654176090454707,315,303,411,565,451,475,319,333,273,342,-0.1923077,4.341463414634147,0.2840909,0.071428575,0.30184332,-0.24585636,KA,water
-31.37862256615662,1018.749652319384,0.5749209552276897,-17.69894784943494,-49.07757041559156,563.6299740075038,328.2287300708385,1.825596818241702,140,88,376,506,387,374,230,239,192,177,-0.28293738,1.598360655737705,0.5665635,-0.15662651,0.7037037,-0.33678755,KA,water
-25.463012441098787,658.0097263066841,0.7713128662500524,-19.58954793286861,-45.0525603739674,505.0516556954448,389.0463004272667,1.3010629622289294,425,399,546,858,571,864,444,491,404,337,-0.20517737,1.581439393939394,0.33749026,0.025331724,0.36515513,-0.17128205,KA,water
-31.140191303759053,972.9744274888632,0.6300270017055679,-19.52400740676044,-50.664198710519486,606.8910637470906,381.8069071412272,1.6006508135520845,78,68,419,689,526,439,217,213,178,151,-0.49457058,-4.51948051948052,0.7966102,-0.390625,0.82034343,-0.4943182,KA,water
-36.81777930558663,1456.1475796185723,0.6156827544926332,-21.498071830664088,-58.31585113625072,810.9953344597658,466.2374774015897,1.685417981172154,112,87,395,730,589,524,236,240,201,186,-0.4460177,-1.254040077569489,0.73396677,-0.28434506,0.7870257,-0.49113923,KA,water
-19.55798419380436,384.6509113544265,0.4668108613365775,-9.09085189682752,-28.648836090631875,178.03484127909343,82.80766999701827,2.1528058731667787,1055,934,727,908,1038,855,810,836,1250,869,0.11164697,0.2615346656797434,-0.074885376,-0.0845987,-0.014115092,0.09265734,KA,water
-19.365813453185257,455.0055020532817,0.533237950893704,-10.42526290820214,-29.7910763613874,242.8893385596425,132.84198296867137,1.9268942627391163,280,214,598,625,527,635,646,666,569,579,0.005924171,-0.1394422310756972,0.38121548,-0.34040046,0.48986888,0.038321167,KA,water
-21.30788809942314,462.84893482596135,0.6688586114184742,-14.185058889290852,-35.49294698871398,306.3140461789263,205.122176667588,1.5100064142184682,2269,1521,570,749,605,1198,1763,2122,1678,2178,0.26974425,2.594294003868472,-0.5036448,0.14973398,-0.3400881,0.46999562,KA,water
-36.74883981869495,1422.80563309247,0.6472836399648295,-22.08342236867655,-58.8322621873715,800.7323740520552,497.22779073127,1.7125417107694028,329,330,576,703,531,588,374,375,399,331,-0.17319705,0.4495912806539509,0.3624031,-0.09615385,0.36108422,-0.14193548,KA,water
-28.708728149283253,833.8655675442311,0.6990161847025763,-19.967832103077257,-48.67656025236052,576.7570042173792,406.64261448431097,1.452932845161273,338,306,480,767,457,738,351,356,290,257,-0.2616108,0.736331569664903,0.3882353,0.07643312,0.42963654,-0.22356091,KA,water
-24.733784121763907,615.6429962077934,0.7644495436759101,-18.916852146546272,-43.65063626831018,471.1868430960598,363.2470542376891,1.318761457883418,621,547,311,362,347,542,372,351,340,391,0.027807487,-0.1933701657458563,-0.26347914,0.29240376,-0.20352036,-0.010189229,KA,water
-32.40485758519945,1103.87905396333,0.705252066519042,-21.59792868344706,-54.00278626864651,695.9813920014889,471.24941149027256,1.5287393099345836,60,42,353,590,404,351,137,142,118,102,-0.5604938,6.842105263157895,0.8153846,-0.3258427,0.8670886,-0.54789275,KA,water
-33.50099191321893,1183.4171293520935,0.59287888472356,-19.13422568775929,-52.63521760097823,647.2098852591324,367.0572494691723,1.7391807937074546,65,48,409,739,575,486,187,184,143,129,-0.58190954,-2.051282051282051,0.83830845,-0.375,0.8780178,-0.60167134,KA,water
-27.965176122142672,847.5244308710033,0.6128973924839021,-15.68226267940789,-43.64743880155055,433.3897247455652,247.3719927355478,1.816469981061792,940,619,723,993,662,1478,1737,1985,1160,1519,0.13146552,-4.300518134715025,0.02741852,-0.104761906,0.23200993,0.273326,KA,water
-22.175850156641825,497.4109537353923,0.7484147803058625,-16.702640502893182,-38.878490659535,376.9670089545415,288.74295151608777,1.3490580603297848,2219,1718,745,1088,1056,1530,1510,1867,1384,1764,0.124356374,0.3843449730489806,-0.34200183,0.23175132,-0.2245189,0.13442624,KA,water
-31.106339952459592,973.6702414275172,0.7253805488472732,-22.44127280554788,-53.54761275800748,698.1799624667884,513.2387686868093,1.413463452073287,946,713,625,946,709,1002,654,587,589,570,-0.038822792,-1.9169329073482428,0.0,0.23257329,0.14044605,-0.092449926,KA,water
-33.7076304905024,1162.741695469314,0.6917700656352193,-23.00809925576233,-56.71572974626473,782.5318860394417,532.4577382536326,1.4603204007603223,121,91,350,491,370,357,204,210,182,157,-0.31525424,2.1171171171171173,0.60457516,-0.20132013,0.68728524,-0.34057972,KA,water
-32.13389504935341,1129.5023091118608,0.6026579639852689,-17.971746485142702,-50.10564153449612,591.114180251703,324.8955058018452,1.7562744047835328,2060,1736,727,991,919,1325,1225,1348,753,1233,0.015523465,-0.5088902513795217,-0.35037693,0.46462852,-0.273194,-0.099282295,KA,water
-25.24839245156933,637.6700995923014,0.8267229424157678,-20.828450873003632,-46.07684332457296,524.9000349012371,440.1674536879469,1.2325056755080923,70,59,410,691,528,435,194,181,165,150,-0.52284265,-3.503861003861004,0.8160315,-0.40425533,0.8426667,-0.52380955,KA,water
-24.924834900859807,629.3670585258733,0.7080726437357626,-17.48605355873895,-42.410888459598745,438.75888373794606,325.006435083602,1.5043538252154636,1180,960,719,1082,979,1078,699,772,1032,682,0.03996239,0.0874876196764608,-0.043324493,0.06690778,0.05974535,0.026355047,KA,water
-13.655159086789007,187.6466419623173,0.3947624068647096,-5.435031846742534,-19.09019093353154,75.21066571508597,34.21910396627404,0.533140606055025,1622,980,409,640,559,938,1985,2408,2750,2548,0.45927903,1.803292181069959,-0.4341291,-0.2580055,-0.20987654,0.6621336,KA,water
-25.6620823122568,675.794125752607,0.5625510520974136,-13.96636776806811,-39.6284500803249,354.99632077936263,196.9470306780843,1.8727636910029613,1783,1586,780,1226,1388,1293,1174,1342,1586,1433,0.09011487,0.1217712177121771,-0.18511133,0.058474325,-0.12802276,0.066577,KA,water
-33.86746541732673,1209.166649790662,0.7549299322558899,-23.953880240554355,-57.82134565788108,787.8269739498928,600.2031926799687,1.5393542850623656,46,44,422,704,520,431,167,162,124,106,-0.6296296,-12.375,0.87733334,-0.45882353,0.88235295,-0.61490685,KA,water
-27.05172600886786,755.3157676537876,0.6961008213708979,-18.46540826615581,-45.51713427502367,503.5111089513405,349.2696056696548,1.4860200367506362,199,195,340,437,337,370,181,190,176,189,-0.2552135,1.1467236467236468,0.37421384,0.061333332,0.38291138,-0.31384015,KA,water
-30.02612178592268,963.9524990363888,0.8156659621175277,-22.94207181395859,-52.96819359988128,678.0805088257396,535.8781604284627,1.3533054232867134,66,65,375,625,445,381,192,175,141,129,-0.53846157,1520.0,0.8089725,-0.36231884,0.8115942,-0.51877135,KA,water
-17.92840475942484,323.12126291064754,0.5324877355999071,-9.544757711219845,-27.473162470644684,171.97952003493563,91.80703938299334,1.883100074034987,2389,1824,904,1230,1418,1847,2115,2350,2284,2397,0.20952505,0.5394966359332171,-0.3202542,0.022469506,-0.19449902,0.23392761,KA,water
-31.08345594864008,1023.3266343340686,0.7928033643501227,-23.61832206013628,-54.70177800877638,740.2834017561314,589.5161899836139,1.3824121188894258,268,258,335,546,372,358,218,253,224,220,-0.24074075,6.666666666666666,0.34152335,0.08943089,0.35820895,-0.24832214,KA,water
-27.391101927931828,755.6368574868428,0.7444033492720825,-20.300227409361018,-47.69132933729287,557.3913606018554,420.0555937459264,1.3720495895748384,277,271,306,348,321,321,250,320,240,284,-0.089788735,1.58203125,0.1136,0.07156673,0.124394186,-0.14438502,KA,water
-30.757787739957926,957.5396803514576,0.663660748407328,-20.592051466687305,-51.34983920664523,646.9493200882641,442.7802933220671,1.5221799786371109,88,77,411,683,499,398,170,185,135,130,-0.5462869,-19.157894736842103,0.77172506,-0.21076234,0.7973684,-0.5741325,KA,water
-15.40699394493218,241.932650638691,0.5829805450947658,-8.806294203575447,-24.213288148507623,135.6285185426146,77.55136624808512,1.7502005632676494,3446,3256,1338,1748,2302,2330,2420,2535,2740,2523,0.105630025,0.1679963178889229,-0.32691568,0.11412868,-0.3013589,0.08687029,KA,water
-31.724430813813058,1019.62479810205,0.6124907593889986,-19.238867209652717,-50.96329802346577,612.3696366375348,370.4937112054222,1.6451035938953935,79,65,423,704,545,481,190,194,168,141,-0.5137795,-3.536585365853658,0.798212,-0.36032388,0.8309493,-0.52875173,KA,water
-26.24947060838849,696.0226758325069,0.8147397290726369,-21.101477694725457,-47.35094830311395,551.0513374277295,455.6285745010025,1.27584545924321,78,51,339,566,387,349,163,141,141,120,-0.47607654,7.834394904458599,0.757764,-0.28767124,0.83468395,-0.4659091,KA,water
-35.044284743817705,1293.6755969168048,0.6391781800439429,-21.257776295957434,-56.30206103977515,750.0511159853738,462.1576581232672,1.671430418912501,400,423,537,683,546,703,488,488,413,427,-0.15268369,0.9851851851851852,0.26131117,-0.01599016,0.23508137,-0.13868614,KA,water
-35.63375345776075,1360.919936697322,0.6844838474788749,-21.891494661986208,-57.52524811974696,757.2262955235482,486.7753308055919,1.6964278054727455,127,99,438,747,590,519,256,251,228,204,-0.40882596,-1.8698347107438016,0.7093822,-0.28450704,0.7659575,-0.4425428,KA,water
-13.028520718049627,170.788501643299,0.6130627118275003,-7.970184997581207,-20.99870571563084,104.2913823341715,64.17301418997396,1.6447255779999193,2093,1353,637,798,738,1170,2389,2846,3188,3050,0.4211518,2.1570699066737102,-0.4479419,-0.2073471,-0.25801954,0.62404484,KA,water
-28.06159742352225,788.3868165246115,0.8542777764466596,-23.841131419646448,-51.9027288431687,665.9703978838337,584.2542385486696,1.2208701707373586,47,37,393,682,480,387,145,147,119,95,-0.62485874,-17.19047619047619,0.87105626,-0.43373495,0.8970793,-0.60267115,KA,water
-29.890639221038985,901.8719996117716,0.7225250327271864,-21.455381212141305,-51.346020433180286,642.1749454367763,461.95315469327113,1.3961117435203438,227,190,368,530,350,337,227,234,206,193,-0.24891587,0.794701986754967,0.4002642,0.048498847,0.4722222,-0.2589928,KA,water
-33.80026394616168,1164.4354629960962,0.6275799595433897,-20.99498839620813,-54.79525234236981,715.7176242262917,443.9646296375251,1.6084412861353166,144,86,375,643,462,438,245,239,203,177,-0.3550186,-3.9602446483180422,0.63405335,-0.17002882,0.7640604,-0.38947368,KA,water
-21.5449756162489,492.9793377899721,0.7199446237616832,-15.42566435342278,-36.97063996967168,348.6501908354308,252.0684565233579,1.4146698146888868,373,266,120,186,108,162,247,223,153,364,0.075664625,-1.1479591836734695,-0.33452594,0.41825095,-0.17699115,0.1724138,KA,water
-29.513183856499023,895.1811737114,0.730360621983795,-21.177264464794064,-50.69044832129309,629.7476837684802,449.6593845333345,1.387184073719891,109,73,361,569,399,359,180,188,157,157,-0.41409692,3.890675241157556,0.6784661,-0.18045112,0.7725857,-0.4352518,KA,water
-20.7331906320336,450.8296894393754,0.6914274457158599,-14.236245668866522,-34.96943630090012,306.64567027216845,217.9311274918064,1.5098571068231006,315,219,161,205,136,135,41,83,115,137,0.007025761,0.190562613430127,-0.21153846,0.4651163,-0.03301887,-0.08366534,KA,water
-29.711710890245016,899.520542146855,0.8425310185308194,-24.639680431091563,-54.351391321336585,730.6576087242787,616.7298151840627,1.227603380725316,148,142,223,291,166,184,95,148,114,131,-0.24604316,0.2315227070347284,0.3257403,0.129771,0.34411085,-0.18571429,KA,water
-24.009423542292268,579.9740425385615,0.6242158404974978,-14.704869046034474,-38.71429258832674,348.4783802927737,222.18195671448655,1.70070862984321,2287,1989,916,1210,1216,1606,1510,1660,1336,1767,0.06215186,0.1701644923425978,-0.30797827,0.26248965,-0.2435136,0.047021944,KA,water
-26.478799450440537,705.6185861377722,0.9151029947205108,-24.406545520384107,-50.88534497082464,655.2285110935401,614.4041491791393,1.1044424405434845,88,79,353,618,428,361,185,178,156,142,-0.48140275,-8.774193548387096,0.7507082,-0.27868852,0.7733142,-0.46575344,KA,water
